outdoor_dry_bulb_temperature,outdoor_relative_humidity,diffuse_solar_irradiance,direct_solar_irradiance,outdoor_dry_bulb_temperature_predicted_1,outdoor_dry_bulb_temperature_predicted_2,outdoor_dry_bulb_temperature_predicted_3,outdoor_relative_humidity_predicted_1,outdoor_relative_humidity_predicted_2,outdoor_relative_humidity_predicted_3,diffuse_solar_irradiance_predicted_1,diffuse_solar_irradiance_predicted_2,diffuse_solar_irradiance_predicted_3,direct_solar_irradiance_predicted_1,direct_solar_irradiance_predicted_2,direct_solar_irradiance_predicted_3
28.2,49.0,49.0,84.0,28.0,27.0,27.0,46.0,51.0,74.0,7.0,0.0,0.0,8.0,0.0,0.0
28.0,46.0,7.0,8.0,27.0,27.0,27.0,51.0,74.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,51.0,0.0,0.0,27.0,27.0,27.0,74.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,74.0,0.0,0.0,27.0,27.0,26.0,75.0,75.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,75.0,0.0,0.0,27.0,26.0,25.6,75.0,82.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,75.0,0.0,0.0,26.0,25.6,25.0,82.0,84.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,82.0,0.0,0.0,25.6,25.0,24.0,84.0,86.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0
25.6,84.0,0.0,0.0,25.0,24.0,24.4,86.0,89.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,86.0,0.0,0.0,24.0,24.4,24.0,89.0,88.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,89.0,0.0,0.0,24.4,24.0,23.0,88.0,85.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0
24.4,88.0,0.0,0.0,24.0,23.0,23.5,85.0,84.0,79.0,0.0,0.0,59.0,0.0,0.0,142.0
24.0,85.0,0.0,0.0,23.0,23.5,26.0,84.0,79.0,66.0,0.0,59.0,108.0,0.0,142.0,353.0
23.0,84.0,0.0,0.0,23.5,26.0,29.0,79.0,66.0,44.0,59.0,108.0,134.0,142.0,353.0,577.0
23.5,79.0,59.0,142.0,26.0,29.0,31.9,66.0,44.0,36.0,108.0,134.0,145.0,353.0,577.0,769.0
26.0,66.0,108.0,353.0,29.0,31.9,34.0,44.0,36.0,33.0,134.0,145.0,152.0,577.0,769.0,903.0
29.0,44.0,134.0,577.0,31.9,34.0,34.0,36.0,33.0,30.0,145.0,152.0,156.0,769.0,903.0,968.0
31.9,36.0,145.0,769.0,34.0,34.0,33.9,33.0,30.0,30.0,152.0,156.0,155.0,903.0,968.0,959.0
34.0,33.0,152.0,903.0,34.0,33.9,33.0,30.0,30.0,24.0,156.0,155.0,149.0,968.0,959.0,876.0
34.0,30.0,156.0,968.0,33.9,33.0,32.0,30.0,24.0,29.0,155.0,149.0,136.0,959.0,876.0,727.0
33.9,30.0,155.0,959.0,33.0,32.0,31.7,24.0,29.0,35.0,149.0,136.0,117.0,876.0,727.0,526.0
