outdoor_dry_bulb_temperature,outdoor_relative_humidity,diffuse_solar_irradiance,direct_solar_irradiance,outdoor_dry_bulb_temperature_predicted_1,outdoor_dry_bulb_temperature_predicted_2,outdoor_dry_bulb_temperature_predicted_3,outdoor_relative_humidity_predicted_1,outdoor_relative_humidity_predicted_2,outdoor_relative_humidity_predicted_3,diffuse_solar_irradiance_predicted_1,diffuse_solar_irradiance_predicted_2,diffuse_solar_irradiance_predicted_3,direct_solar_irradiance_predicted_1,direct_solar_irradiance_predicted_2,direct_solar_irradiance_predicted_3
32.0,67.0,0.0,0.0,32.0,31.7,32.0,67.0,67.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,67.0,0.0,0.0,31.7,32.0,31.0,67.0,71.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
31.7,67.0,0.0,0.0,32.0,31.0,30.3,71.0,70.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,71.0,0.0,0.0,31.0,30.3,29.0,70.0,75.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,70.0,0.0,0.0,30.3,29.0,29.0,75.0,79.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0
30.3,75.0,0.0,0.0,29.0,29.0,29.2,79.0,74.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,79.0,0.0,0.0,29.0,29.2,30.0,74.0,74.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,74.0,0.0,0.0,29.2,30.0,29.0,74.0,94.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0
29.2,74.0,0.0,0.0,30.0,29.0,28.9,94.0,74.0,75.0,0.0,0.0,52.0,0.0,0.0,99.0
30.0,94.0,0.0,0.0,29.0,28.9,30.0,74.0,75.0,70.0,0.0,52.0,104.0,0.0,99.0,277.0
29.0,74.0,0.0,0.0,28.9,30.0,31.0,75.0,70.0,75.0,52.0,104.0,136.0,99.0,277.0,480.0
28.9,75.0,52.0,99.0,30.0,31.0,33.5,70.0,75.0,57.0,104.0,136.0,152.0,277.0,480.0,660.0
30.0,70.0,104.0,277.0,31.0,33.5,36.0,75.0,57.0,44.0,136.0,152.0,155.0,480.0,660.0,787.0
31.0,75.0,136.0,480.0,33.5,36.0,36.0,57.0,44.0,50.0,152.0,155.0,154.0,660.0,787.0,838.0
33.5,57.0,152.0,660.0,36.0,36.0,35.1,44.0,50.0,41.0,155.0,154.0,150.0,787.0,838.0,813.0
36.0,44.0,155.0,787.0,36.0,35.1,35.0,50.0,41.0,47.0,154.0,150.0,141.0,838.0,813.0,715.0
36.0,50.0,154.0,838.0,35.1,35.0,35.0,41.0,47.0,44.0,150.0,141.0,126.0,813.0,715.0,555.0
35.1,41.0,150.0,813.0,35.0,35.0,34.1,47.0,44.0,54.0,141.0,126.0,101.0,715.0,555.0,354.0
35.0,47.0,141.0,715.0,35.0,34.1,34.0,44.0,54.0,60.0,126.0,101.0,58.0,555.0,354.0,151.0
35.0,44.0,126.0,555.0,34.1,34.0,32.0,54.0,60.0,71.0,101.0,58.0,15.0,354.0,151.0,28.0
34.1,54.0,101.0,354.0,34.0,32.0,31.9,60.0,71.0,71.0,58.0,15.0,0.0,151.0,28.0,0.0
34.0,60.0,58.0,151.0,32.0,31.9,32.0,71.0,71.0,71.0,15.0,0.0,0.0,28.0,0.0,0.0
32.0,71.0,15.0,28.0,31.9,32.0,32.0,71.0,71.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0
31.9,71.0,0.0,0.0,32.0,32.0,31.5,71.0,71.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,71.0,0.0,0.0,32.0,31.5,31.0,71.0,71.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,71.0,0.0,0.0,31.5,31.0,31.0,71.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
31.5,71.0,0.0,0.0,31.0,31.0,29.8,75.0,75.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,75.0,0.0,0.0,31.0,29.8,30.0,75.0,82.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,75.0,0.0,0.0,29.8,30.0,30.0,82.0,79.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0
29.8,82.0,0.0,0.0,30.0,30.0,29.6,79.0,79.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,79.0,0.0,0.0,30.0,29.6,29.0,79.0,82.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,79.0,0.0,0.0,29.6,29.0,28.0,82.0,84.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0
29.6,82.0,0.0,0.0,29.0,28.0,28.0,84.0,89.0,86.0,0.0,0.0,48.0,0.0,0.0,108.0
29.0,84.0,0.0,0.0,28.0,28.0,29.0,89.0,86.0,84.0,0.0,48.0,98.0,0.0,108.0,292.0
28.0,89.0,0.0,0.0,28.0,29.0,31.0,86.0,84.0,75.0,48.0,98.0,125.0,108.0,292.0,497.0
28.0,86.0,48.0,108.0,29.0,31.0,33.5,84.0,75.0,57.0,98.0,125.0,142.0,292.0,497.0,667.0
29.0,84.0,98.0,292.0,31.0,33.5,37.0,75.0,57.0,51.0,125.0,142.0,158.0,497.0,667.0,781.0
31.0,75.0,125.0,497.0,33.5,37.0,38.0,57.0,51.0,39.0,142.0,158.0,167.0,667.0,781.0,824.0
33.5,57.0,142.0,667.0,37.0,38.0,37.0,51.0,39.0,32.0,158.0,167.0,165.0,781.0,824.0,783.0
37.0,51.0,158.0,781.0,38.0,37.0,37.0,39.0,32.0,40.0,167.0,165.0,156.0,824.0,783.0,669.0
38.0,39.0,167.0,824.0,37.0,37.0,36.0,32.0,40.0,44.0,165.0,156.0,132.0,783.0,669.0,508.0
37.0,32.0,165.0,783.0,37.0,36.0,34.5,40.0,44.0,57.0,156.0,132.0,102.0,669.0,508.0,317.0
37.0,40.0,156.0,669.0,36.0,34.5,34.0,44.0,57.0,53.0,132.0,102.0,59.0,508.0,317.0,132.0
36.0,44.0,132.0,508.0,34.5,34.0,34.0,57.0,53.0,53.0,102.0,59.0,14.0,317.0,132.0,24.0
34.5,57.0,102.0,317.0,34.0,34.0,32.7,53.0,53.0,62.0,59.0,14.0,0.0,132.0,24.0,0.0
34.0,53.0,59.0,132.0,34.0,32.7,32.0,53.0,62.0,75.0,14.0,0.0,0.0,24.0,0.0,0.0
34.0,53.0,14.0,24.0,32.7,32.0,32.0,62.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
32.7,62.0,0.0,0.0,32.0,32.0,32.0,75.0,75.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,75.0,0.0,0.0,32.0,32.0,32.0,75.0,72.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,75.0,0.0,0.0,32.0,32.0,32.0,72.0,79.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,72.0,0.0,0.0,32.0,32.0,31.5,79.0,79.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,79.0,0.0,0.0,32.0,31.5,31.0,79.0,80.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,79.0,0.0,0.0,31.5,31.0,30.0,80.0,84.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
31.5,80.0,0.0,0.0,31.0,30.0,29.7,84.0,75.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,84.0,0.0,0.0,30.0,29.7,29.0,75.0,77.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,75.0,0.0,0.0,29.7,29.0,29.0,77.0,84.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0
