outdoor_dry_bulb_temperature,outdoor_relative_humidity,diffuse_solar_irradiance,direct_solar_irradiance,outdoor_dry_bulb_temperature_predicted_1,outdoor_dry_bulb_temperature_predicted_2,outdoor_dry_bulb_temperature_predicted_3,outdoor_relative_humidity_predicted_1,outdoor_relative_humidity_predicted_2,outdoor_relative_humidity_predicted_3,diffuse_solar_irradiance_predicted_1,diffuse_solar_irradiance_predicted_2,diffuse_solar_irradiance_predicted_3,direct_solar_irradiance_predicted_1,direct_solar_irradiance_predicted_2,direct_solar_irradiance_predicted_3
33.1,76.0,0.0,0.0,33.0,32.0,32.8,75.0,79.0,77.0,0.0,31.0,84.0,0.0,49.0,184.0
33.0,75.0,0.0,0.0,32.0,32.8,33.0,79.0,77.0,75.0,31.0,84.0,128.0,49.0,184.0,377.0
32.0,79.0,31.0,49.0,32.8,33.0,35.0,77.0,75.0,67.0,84.0,128.0,158.0,184.0,377.0,575.0
32.8,77.0,84.0,184.0,33.0,35.0,36.8,75.0,67.0,57.0,128.0,158.0,178.0,377.0,575.0,742.0
33.0,75.0,128.0,377.0,35.0,36.8,38.0,67.0,57.0,48.0,158.0,178.0,191.0,575.0,742.0,860.0
35.0,67.0,158.0,575.0,36.8,38.0,39.0,57.0,48.0,51.0,178.0,191.0,198.0,742.0,860.0,919.0
36.8,57.0,178.0,742.0,38.0,39.0,39.0,48.0,51.0,41.0,191.0,198.0,196.0,860.0,919.0,915.0
38.0,48.0,191.0,860.0,39.0,39.0,39.0,51.0,41.0,51.0,198.0,196.0,188.0,919.0,915.0,845.0
39.0,51.0,198.0,919.0,39.0,39.0,39.0,41.0,51.0,51.0,196.0,188.0,175.0,915.0,845.0,716.0
39.0,41.0,196.0,915.0,39.0,39.0,38.2,51.0,51.0,49.0,188.0,175.0,153.0,845.0,716.0,542.0
39.0,51.0,188.0,845.0,39.0,38.2,37.0,51.0,49.0,57.0,175.0,153.0,121.0,716.0,542.0,342.0
39.0,51.0,175.0,716.0,38.2,37.0,37.0,49.0,57.0,60.0,153.0,121.0,73.0,542.0,342.0,152.0
38.2,49.0,153.0,542.0,37.0,37.0,36.0,57.0,60.0,62.0,121.0,73.0,22.0,342.0,152.0,33.0
37.0,57.0,121.0,342.0,37.0,36.0,36.0,60.0,62.0,60.0,73.0,22.0,0.0,152.0,33.0,0.0
37.0,60.0,73.0,152.0,36.0,36.0,36.0,62.0,60.0,53.0,22.0,0.0,0.0,33.0,0.0,0.0
36.0,62.0,22.0,33.0,36.0,36.0,36.3,60.0,53.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
36.0,60.0,0.0,0.0,36.0,36.3,36.0,53.0,50.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0
36.0,53.0,0.0,0.0,36.3,36.0,36.0,50.0,47.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
36.3,50.0,0.0,0.0,36.0,36.0,34.9,47.0,50.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0
36.0,47.0,0.0,0.0,36.0,34.9,33.0,50.0,55.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
36.0,50.0,0.0,0.0,34.9,33.0,33.0,55.0,63.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0
34.9,55.0,0.0,0.0,33.0,33.0,32.2,63.0,56.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,63.0,0.0,0.0,33.0,32.2,32.0,56.0,57.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,56.0,0.0,0.0,32.2,32.0,33.0,57.0,56.0,53.0,0.0,0.0,31.0,0.0,0.0,49.0
32.2,57.0,0.0,0.0,32.0,33.0,32.8,56.0,53.0,53.0,0.0,31.0,85.0,0.0,49.0,185.0
32.0,56.0,0.0,0.0,33.0,32.8,34.0,53.0,53.0,50.0,31.0,85.0,129.0,49.0,185.0,379.0
33.0,53.0,31.0,49.0,32.8,34.0,36.0,53.0,50.0,50.0,85.0,129.0,159.0,185.0,379.0,575.0
32.8,53.0,85.0,185.0,34.0,36.0,36.5,50.0,50.0,49.0,129.0,159.0,180.0,379.0,575.0,742.0
34.0,50.0,129.0,379.0,36.0,36.5,37.0,50.0,49.0,50.0,159.0,180.0,193.0,575.0,742.0,862.0
36.0,50.0,159.0,575.0,36.5,37.0,37.0,49.0,50.0,50.0,180.0,193.0,199.0,742.0,862.0,922.0
36.5,49.0,180.0,742.0,37.0,37.0,37.2,50.0,50.0,48.0,193.0,199.0,198.0,862.0,922.0,916.0
37.0,50.0,193.0,862.0,37.0,37.2,38.0,50.0,48.0,45.0,199.0,198.0,190.0,922.0,916.0,845.0
37.0,50.0,199.0,922.0,37.2,38.0,37.0,48.0,45.0,50.0,198.0,190.0,175.0,916.0,845.0,716.0
37.2,48.0,198.0,916.0,38.0,37.0,36.6,45.0,50.0,54.0,190.0,175.0,153.0,845.0,716.0,541.0
38.0,45.0,190.0,845.0,37.0,36.6,36.0,50.0,54.0,45.0,175.0,153.0,120.0,716.0,541.0,341.0
37.0,50.0,175.0,716.0,36.6,36.0,35.0,54.0,45.0,60.0,153.0,120.0,73.0,541.0,341.0,151.0
36.6,54.0,153.0,541.0,36.0,35.0,35.4,45.0,60.0,59.0,120.0,73.0,22.0,341.0,151.0,33.0
36.0,45.0,120.0,341.0,35.0,35.4,35.0,60.0,59.0,60.0,73.0,22.0,0.0,151.0,33.0,0.0
35.0,60.0,73.0,151.0,35.4,35.0,35.0,59.0,60.0,56.0,22.0,0.0,0.0,33.0,0.0,0.0
35.4,59.0,22.0,33.0,35.0,35.0,34.8,60.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,60.0,0.0,0.0,35.0,34.8,34.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,56.0,0.0,0.0,34.8,34.0,34.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0
34.8,56.0,0.0,0.0,34.0,34.0,32.7,56.0,56.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,56.0,0.0,0.0,34.0,32.7,32.0,56.0,63.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,56.0,0.0,0.0,32.7,32.0,32.0,63.0,63.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0
32.7,63.0,0.0,0.0,32.0,32.0,31.5,63.0,59.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,63.0,0.0,0.0,32.0,31.5,31.0,59.0,58.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,59.0,0.0,0.0,31.5,31.0,31.0,58.0,52.0,49.0,0.0,0.0,31.0,0.0,0.0,49.0
31.5,58.0,0.0,0.0,31.0,31.0,31.8,52.0,49.0,47.0,0.0,31.0,85.0,0.0,49.0,186.0
31.0,52.0,0.0,0.0,31.0,31.8,34.0,49.0,47.0,52.0,31.0,85.0,129.0,49.0,186.0,382.0
31.0,49.0,31.0,49.0,31.8,34.0,36.0,47.0,52.0,33.0,85.0,129.0,160.0,186.0,382.0,580.0
31.8,47.0,85.0,186.0,34.0,36.0,37.9,52.0,33.0,38.0,129.0,160.0,181.0,382.0,580.0,750.0
34.0,52.0,129.0,382.0,36.0,37.9,39.0,33.0,38.0,36.0,160.0,181.0,194.0,580.0,750.0,871.0
36.0,33.0,160.0,580.0,37.9,39.0,40.0,38.0,36.0,31.0,181.0,194.0,201.0,750.0,871.0,931.0
37.9,38.0,181.0,750.0,39.0,40.0,41.8,36.0,31.0,30.0,194.0,201.0,199.0,871.0,931.0,926.0
39.0,36.0,194.0,871.0,40.0,41.8,41.0,31.0,30.0,27.0,201.0,199.0,191.0,931.0,926.0,854.0
40.0,31.0,201.0,931.0,41.8,41.0,42.0,30.0,27.0,30.0,199.0,191.0,176.0,926.0,854.0,723.0
41.8,30.0,199.0,926.0,41.0,42.0,41.7,27.0,30.0,32.0,191.0,176.0,154.0,854.0,723.0,546.0
41.0,27.0,191.0,854.0,42.0,41.7,40.0,30.0,32.0,25.0,176.0,154.0,121.0,723.0,546.0,344.0
42.0,30.0,176.0,723.0,41.7,40.0,39.0,32.0,25.0,33.0,154.0,121.0,73.0,546.0,344.0,153.0
41.7,32.0,154.0,546.0,40.0,39.0,37.4,25.0,33.0,38.0,121.0,73.0,22.0,344.0,153.0,33.0
40.0,25.0,121.0,344.0,39.0,37.4,37.0,33.0,38.0,40.0,73.0,22.0,0.0,153.0,33.0,0.0
39.0,33.0,73.0,153.0,37.4,37.0,36.0,38.0,40.0,54.0,22.0,0.0,0.0,33.0,0.0,0.0
37.4,38.0,22.0,33.0,37.0,36.0,35.5,40.0,54.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0
37.0,40.0,0.0,0.0,36.0,35.5,35.0,54.0,45.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0
36.0,54.0,0.0,0.0,35.5,35.0,35.0,45.0,53.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0
35.5,45.0,0.0,0.0,35.0,35.0,34.8,53.0,53.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,53.0,0.0,0.0,35.0,34.8,34.0,53.0,51.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,53.0,0.0,0.0,34.8,34.0,33.0,51.0,66.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0
34.8,51.0,0.0,0.0,34.0,33.0,32.9,66.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,66.0,0.0,0.0,33.0,32.9,32.0,69.0,69.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,69.0,0.0,0.0,32.9,32.0,32.0,69.0,71.0,68.0,0.0,0.0,30.0,0.0,0.0,47.0
32.9,69.0,0.0,0.0,32.0,32.0,32.7,71.0,68.0,60.0,0.0,30.0,83.0,0.0,47.0,178.0
32.0,71.0,0.0,0.0,32.0,32.7,34.0,68.0,60.0,60.0,30.0,83.0,130.0,47.0,178.0,368.0
32.0,68.0,30.0,47.0,32.7,34.0,35.0,60.0,60.0,57.0,83.0,130.0,161.0,178.0,368.0,563.0
32.7,60.0,83.0,178.0,34.0,35.0,36.0,60.0,57.0,42.0,130.0,161.0,181.0,368.0,563.0,734.0
34.0,60.0,130.0,368.0,35.0,36.0,39.0,57.0,42.0,50.0,161.0,181.0,193.0,563.0,734.0,855.0
35.0,57.0,161.0,563.0,36.0,39.0,39.0,42.0,50.0,47.0,181.0,193.0,200.0,734.0,855.0,913.0
36.0,42.0,181.0,734.0,39.0,39.0,37.8,50.0,47.0,47.0,193.0,200.0,199.0,855.0,913.0,906.0
39.0,50.0,193.0,855.0,39.0,37.8,38.0,47.0,47.0,45.0,200.0,199.0,190.0,913.0,906.0,833.0
39.0,47.0,200.0,913.0,37.8,38.0,38.0,47.0,45.0,48.0,199.0,190.0,175.0,906.0,833.0,703.0
37.8,47.0,199.0,906.0,38.0,38.0,38.6,45.0,48.0,48.0,190.0,175.0,152.0,833.0,703.0,528.0
38.0,45.0,190.0,833.0,38.0,38.6,39.0,48.0,48.0,48.0,175.0,152.0,119.0,703.0,528.0,331.0
38.0,48.0,175.0,703.0,38.6,39.0,37.0,48.0,48.0,57.0,152.0,119.0,71.0,528.0,331.0,146.0
38.6,48.0,152.0,528.0,39.0,37.0,36.0,48.0,57.0,59.0,119.0,71.0,21.0,331.0,146.0,32.0
39.0,48.0,119.0,331.0,37.0,36.0,35.0,57.0,59.0,63.0,71.0,21.0,0.0,146.0,32.0,0.0
37.0,57.0,71.0,146.0,36.0,35.0,35.0,59.0,63.0,63.0,21.0,0.0,0.0,32.0,0.0,0.0
36.0,59.0,21.0,32.0,35.0,35.0,35.3,63.0,63.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,63.0,0.0,0.0,35.0,35.3,36.0,63.0,60.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,63.0,0.0,0.0,35.3,36.0,36.0,60.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0
35.3,60.0,0.0,0.0,36.0,36.0,34.9,57.0,57.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
36.0,57.0,0.0,0.0,36.0,34.9,34.0,57.0,60.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0
36.0,57.0,0.0,0.0,34.9,34.0,34.0,60.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0
34.9,60.0,0.0,0.0,34.0,34.0,34.9,67.0,67.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,67.0,0.0,0.0,34.0,34.9,35.0,67.0,57.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,67.0,0.0,0.0,34.9,35.0,34.0,57.0,76.0,56.0,0.0,0.0,29.0,0.0,0.0,46.0
34.9,57.0,0.0,0.0,35.0,34.0,34.0,76.0,56.0,60.0,0.0,29.0,82.0,0.0,46.0,178.0
35.0,76.0,0.0,0.0,34.0,34.0,35.0,56.0,60.0,53.0,29.0,82.0,127.0,46.0,178.0,369.0
34.0,56.0,29.0,46.0,34.0,35.0,36.0,60.0,53.0,50.0,82.0,127.0,158.0,178.0,369.0,566.0
34.0,60.0,82.0,178.0,35.0,36.0,38.3,53.0,50.0,38.0,127.0,158.0,178.0,369.0,566.0,733.0
35.0,53.0,127.0,369.0,36.0,38.3,41.0,50.0,38.0,37.0,158.0,178.0,192.0,566.0,733.0,847.0
36.0,50.0,158.0,566.0,38.3,41.0,42.0,38.0,37.0,21.0,178.0,192.0,198.0,733.0,847.0,905.0
38.3,38.0,178.0,733.0,41.0,42.0,40.7,37.0,21.0,29.0,192.0,198.0,198.0,847.0,905.0,901.0
41.0,37.0,192.0,847.0,42.0,40.7,40.0,21.0,29.0,34.0,198.0,198.0,190.0,905.0,901.0,829.0
42.0,21.0,198.0,905.0,40.7,40.0,38.0,29.0,34.0,35.0,198.0,190.0,177.0,901.0,829.0,696.0
40.7,29.0,198.0,901.0,40.0,38.0,37.4,34.0,35.0,41.0,190.0,177.0,157.0,829.0,696.0,514.0
40.0,34.0,190.0,829.0,38.0,37.4,37.0,35.0,41.0,57.0,177.0,157.0,126.0,696.0,514.0,315.0
38.0,35.0,177.0,696.0,37.4,37.0,36.0,41.0,57.0,64.0,157.0,126.0,73.0,514.0,315.0,136.0
37.4,41.0,157.0,514.0,37.0,36.0,35.8,57.0,64.0,61.0,126.0,73.0,20.0,315.0,136.0,27.0
37.0,57.0,126.0,315.0,36.0,35.8,36.0,64.0,61.0,57.0,73.0,20.0,0.0,136.0,27.0,0.0
36.0,64.0,73.0,136.0,35.8,36.0,36.0,61.0,57.0,68.0,20.0,0.0,0.0,27.0,0.0,0.0
35.8,61.0,20.0,27.0,36.0,36.0,36.5,57.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0
36.0,57.0,0.0,0.0,36.0,36.5,37.0,68.0,67.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0
36.0,68.0,0.0,0.0,36.5,37.0,37.0,67.0,66.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0
36.5,67.0,0.0,0.0,37.0,37.0,37.8,66.0,69.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0
37.0,66.0,0.0,0.0,37.0,37.8,37.0,69.0,71.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0
37.0,69.0,0.0,0.0,37.8,37.0,37.0,71.0,64.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0
37.8,71.0,0.0,0.0,37.0,37.0,36.1,64.0,65.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0
37.0,64.0,0.0,0.0,37.0,36.1,35.0,65.0,67.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0
37.0,65.0,0.0,0.0,36.1,35.0,35.0,67.0,69.0,71.0,0.0,0.0,29.0,0.0,0.0,45.0
36.1,67.0,0.0,0.0,35.0,35.0,34.2,69.0,71.0,69.0,0.0,29.0,81.0,0.0,45.0,175.0
35.0,69.0,0.0,0.0,35.0,34.2,35.0,71.0,69.0,64.0,29.0,81.0,125.0,45.0,175.0,364.0
35.0,71.0,29.0,45.0,34.2,35.0,37.0,69.0,64.0,40.0,81.0,125.0,156.0,175.0,364.0,557.0
34.2,69.0,81.0,175.0,35.0,37.0,38.0,64.0,40.0,36.0,125.0,156.0,177.0,364.0,557.0,724.0
35.0,64.0,125.0,364.0,37.0,38.0,40.0,40.0,36.0,30.0,156.0,177.0,191.0,557.0,724.0,845.0
37.0,40.0,156.0,557.0,38.0,40.0,41.0,36.0,30.0,28.0,177.0,191.0,198.0,724.0,845.0,904.0
38.0,36.0,177.0,724.0,40.0,41.0,40.3,30.0,28.0,39.0,191.0,198.0,197.0,845.0,904.0,897.0
40.0,30.0,191.0,845.0,41.0,40.3,39.0,28.0,39.0,48.0,198.0,197.0,189.0,904.0,897.0,826.0
41.0,28.0,198.0,904.0,40.3,39.0,38.0,39.0,48.0,57.0,197.0,189.0,174.0,897.0,826.0,697.0
40.3,39.0,197.0,897.0,39.0,38.0,36.9,48.0,57.0,66.0,189.0,174.0,151.0,826.0,697.0,522.0
39.0,48.0,189.0,826.0,38.0,36.9,36.0,57.0,66.0,67.0,174.0,151.0,118.0,697.0,522.0,325.0
38.0,57.0,174.0,697.0,36.9,36.0,36.0,66.0,67.0,67.0,151.0,118.0,70.0,522.0,325.0,143.0
36.9,66.0,151.0,522.0,36.0,36.0,36.6,67.0,67.0,50.0,118.0,70.0,21.0,325.0,143.0,31.0
36.0,67.0,118.0,325.0,36.0,36.6,37.0,67.0,50.0,66.0,70.0,21.0,0.0,143.0,31.0,0.0
36.0,67.0,70.0,143.0,36.6,37.0,35.0,50.0,66.0,63.0,21.0,0.0,0.0,31.0,0.0,0.0
36.6,50.0,21.0,31.0,37.0,35.0,34.9,66.0,63.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0
37.0,66.0,0.0,0.0,35.0,34.9,34.0,63.0,62.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,63.0,0.0,0.0,34.9,34.0,34.0,62.0,71.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0
34.9,62.0,0.0,0.0,34.0,34.0,33.5,71.0,67.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,71.0,0.0,0.0,34.0,33.5,33.0,67.0,72.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,67.0,0.0,0.0,33.5,33.0,33.0,72.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
33.5,72.0,0.0,0.0,33.0,33.0,33.2,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,75.0,0.0,0.0,33.0,33.2,32.0,75.0,75.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,75.0,0.0,0.0,33.2,32.0,32.0,75.0,79.0,84.0,0.0,0.0,29.0,0.0,0.0,45.0
33.2,75.0,0.0,0.0,32.0,32.0,32.1,79.0,84.0,81.0,0.0,29.0,82.0,0.0,45.0,176.0
32.0,79.0,0.0,0.0,32.0,32.1,33.0,84.0,81.0,75.0,29.0,82.0,128.0,45.0,176.0,367.0
32.0,84.0,29.0,45.0,32.1,33.0,34.0,81.0,75.0,67.0,82.0,128.0,159.0,176.0,367.0,563.0
32.1,81.0,82.0,176.0,33.0,34.0,36.1,75.0,67.0,58.0,128.0,159.0,180.0,367.0,563.0,730.0
33.0,75.0,128.0,367.0,34.0,36.1,37.0,67.0,58.0,54.0,159.0,180.0,193.0,563.0,730.0,849.0
34.0,67.0,159.0,563.0,36.1,37.0,37.0,58.0,54.0,50.0,180.0,193.0,200.0,730.0,849.0,909.0
36.1,58.0,180.0,730.0,37.0,37.0,38.1,54.0,50.0,43.0,193.0,200.0,199.0,849.0,909.0,903.0
37.0,54.0,193.0,849.0,37.0,38.1,38.0,50.0,43.0,40.0,200.0,199.0,191.0,909.0,903.0,832.0
37.0,50.0,200.0,909.0,38.1,38.0,39.0,43.0,40.0,38.0,199.0,191.0,175.0,903.0,832.0,704.0
38.1,43.0,199.0,903.0,38.0,39.0,38.3,40.0,38.0,43.0,191.0,175.0,152.0,832.0,704.0,529.0
38.0,40.0,191.0,832.0,39.0,38.3,38.0,38.0,43.0,48.0,175.0,152.0,120.0,704.0,529.0,331.0
39.0,38.0,175.0,704.0,38.3,38.0,36.0,43.0,48.0,57.0,152.0,120.0,71.0,529.0,331.0,146.0
38.3,43.0,152.0,529.0,38.0,36.0,35.0,48.0,57.0,62.0,120.0,71.0,21.0,331.0,146.0,31.0
38.0,48.0,120.0,331.0,36.0,35.0,34.0,57.0,62.0,67.0,71.0,21.0,0.0,146.0,31.0,0.0
36.0,57.0,71.0,146.0,35.0,34.0,34.0,62.0,67.0,67.0,21.0,0.0,0.0,31.0,0.0,0.0
35.0,62.0,21.0,31.0,34.0,34.0,33.7,67.0,67.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,67.0,0.0,0.0,34.0,33.7,34.0,67.0,70.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,67.0,0.0,0.0,33.7,34.0,34.0,70.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0
33.7,70.0,0.0,0.0,34.0,34.0,32.8,67.0,67.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,67.0,0.0,0.0,34.0,32.8,33.0,67.0,71.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,67.0,0.0,0.0,32.8,33.0,32.0,71.0,67.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0
32.8,71.0,0.0,0.0,33.0,32.0,32.0,67.0,71.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,67.0,0.0,0.0,32.0,32.0,32.0,71.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,71.0,0.0,0.0,32.0,32.0,32.0,68.0,67.0,67.0,0.0,0.0,29.0,0.0,0.0,44.0
32.0,68.0,0.0,0.0,32.0,32.0,31.5,67.0,67.0,66.0,0.0,29.0,81.0,0.0,44.0,172.0
32.0,67.0,0.0,0.0,32.0,31.5,33.0,67.0,66.0,63.0,29.0,81.0,127.0,44.0,172.0,362.0
32.0,67.0,29.0,44.0,31.5,33.0,34.0,66.0,63.0,60.0,81.0,127.0,158.0,172.0,362.0,557.0
31.5,66.0,81.0,172.0,33.0,34.0,36.6,63.0,60.0,50.0,127.0,158.0,180.0,362.0,557.0,723.0
33.0,63.0,127.0,362.0,34.0,36.6,38.0,60.0,50.0,45.0,158.0,180.0,193.0,557.0,723.0,842.0
34.0,60.0,158.0,557.0,36.6,38.0,39.0,50.0,45.0,43.0,180.0,193.0,200.0,723.0,842.0,901.0
36.6,50.0,180.0,723.0,38.0,39.0,38.9,45.0,43.0,43.0,193.0,200.0,199.0,842.0,901.0,895.0
38.0,45.0,193.0,842.0,39.0,38.9,38.0,43.0,43.0,51.0,200.0,199.0,191.0,901.0,895.0,825.0
39.0,43.0,200.0,901.0,38.9,38.0,38.0,43.0,51.0,48.0,199.0,191.0,176.0,895.0,825.0,697.0
38.9,43.0,199.0,895.0,38.0,38.0,37.9,51.0,48.0,49.0,191.0,176.0,152.0,825.0,697.0,524.0
38.0,51.0,191.0,825.0,38.0,37.9,37.0,48.0,49.0,50.0,176.0,152.0,119.0,697.0,524.0,328.0
38.0,48.0,176.0,697.0,37.9,37.0,37.0,49.0,50.0,54.0,152.0,119.0,71.0,524.0,328.0,144.0
37.9,49.0,152.0,524.0,37.0,37.0,35.5,50.0,54.0,60.0,119.0,71.0,21.0,328.0,144.0,31.0
37.0,50.0,119.0,328.0,37.0,35.5,35.0,54.0,60.0,63.0,71.0,21.0,0.0,144.0,31.0,0.0
37.0,54.0,71.0,144.0,35.5,35.0,35.0,60.0,63.0,63.0,21.0,0.0,0.0,31.0,0.0,0.0
35.5,60.0,21.0,31.0,35.0,35.0,34.6,63.0,63.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,63.0,0.0,0.0,35.0,34.6,34.0,63.0,64.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,63.0,0.0,0.0,34.6,34.0,34.0,64.0,63.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
34.6,64.0,0.0,0.0,34.0,34.0,33.4,63.0,63.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,63.0,0.0,0.0,34.0,33.4,33.0,63.0,66.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,63.0,0.0,0.0,33.4,33.0,32.0,66.0,71.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0
33.4,66.0,0.0,0.0,33.0,32.0,32.3,71.0,71.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,71.0,0.0,0.0,32.0,32.3,32.0,71.0,69.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,71.0,0.0,0.0,32.3,32.0,32.0,69.0,71.0,71.0,0.0,0.0,29.0,0.0,0.0,44.0
32.3,69.0,0.0,0.0,32.0,32.0,31.8,71.0,71.0,65.0,0.0,29.0,82.0,0.0,44.0,173.0
32.0,71.0,0.0,0.0,32.0,31.8,33.0,71.0,65.0,59.0,29.0,82.0,128.0,44.0,173.0,364.0
32.0,71.0,29.0,44.0,31.8,33.0,35.0,65.0,59.0,50.0,82.0,128.0,160.0,173.0,364.0,561.0
31.8,65.0,82.0,173.0,33.0,35.0,36.7,59.0,50.0,39.0,128.0,160.0,181.0,364.0,561.0,730.0
33.0,59.0,128.0,364.0,35.0,36.7,39.0,50.0,39.0,45.0,160.0,181.0,197.0,561.0,730.0,850.0
35.0,50.0,160.0,561.0,36.7,39.0,41.0,39.0,45.0,34.0,181.0,197.0,210.0,730.0,850.0,904.0
36.7,39.0,181.0,730.0,39.0,41.0,41.4,45.0,34.0,34.0,197.0,210.0,207.0,850.0,904.0,898.0
39.0,45.0,197.0,850.0,41.0,41.4,41.0,34.0,34.0,38.0,210.0,207.0,194.0,904.0,898.0,829.0
41.0,34.0,210.0,904.0,41.4,41.0,38.0,34.0,38.0,51.0,207.0,194.0,188.0,898.0,829.0,695.0
41.4,34.0,207.0,898.0,41.0,38.0,36.9,38.0,51.0,52.0,194.0,188.0,165.0,829.0,695.0,521.0
41.0,38.0,194.0,829.0,38.0,36.9,37.0,51.0,52.0,50.0,188.0,165.0,123.0,695.0,521.0,326.0
38.0,51.0,188.0,695.0,36.9,37.0,37.0,52.0,50.0,57.0,165.0,123.0,71.0,521.0,326.0,143.0
36.9,52.0,165.0,521.0,37.0,37.0,36.5,50.0,57.0,57.0,123.0,71.0,21.0,326.0,143.0,30.0
37.0,50.0,123.0,326.0,37.0,36.5,37.0,57.0,57.0,50.0,71.0,21.0,0.0,143.0,30.0,0.0
37.0,57.0,71.0,143.0,36.5,37.0,36.0,57.0,50.0,57.0,21.0,0.0,0.0,30.0,0.0,0.0
36.5,57.0,21.0,30.0,37.0,36.0,36.2,50.0,57.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0
37.0,50.0,0.0,0.0,36.0,36.2,36.0,57.0,58.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0
36.0,57.0,0.0,0.0,36.2,36.0,35.0,58.0,57.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
36.2,58.0,0.0,0.0,36.0,35.0,34.1,57.0,63.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0
36.0,57.0,0.0,0.0,35.0,34.1,34.0,63.0,71.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,63.0,0.0,0.0,34.1,34.0,33.0,71.0,71.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
34.1,71.0,0.0,0.0,34.0,33.0,33.2,71.0,75.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
